#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T21:35:48 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ebfdcb5f39b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/618/A93&tab:{J/A+A/618/A93/table1}&key:source=J/A+A/618/A93/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/618/A93/table1
#-order=I
#-out=Cluster
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=r50
#-out=Nstars
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=plx
#-out=s_plx
#-out=e_plx
#-out=dmode
#-out=dmode+01
#-out=dmode-01
#-out=X
#-out=Y
#-out=Z
#-out=Rgc
#-out=SimbadName
#

#RESOURCE=yCat_36180093
#Name: J/A+A/618/A93
#Title: Gaia DR2 open clusters in the Milky Way (Cantat-Gaudin+, 2018)
#Table	J_A_A_618_A93_table1:
#Name: J/A+A/618/A93/table1
#Title: Summary of mean parameters for the OCs characterised in this study
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Cluster	(a17)	Cluster name (cluster)	[ucd=meta.id.parent]
#Column	RAJ2000	(F7.3)	[] Mean right ascension of members (J2000) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Mean declination of members (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F7.3)	Mean Galactic longitude of members (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Mean Galactic latitude of members (b)	[ucd=pos.galactic.lat]
#Column	r50	(F6.3)	Radius containing half the members (r50)	[ucd=phys.angSize;src]
#Column	Nstars	(I4)	Number of members (probability over 0.5) (nbstars)	[ucd=meta.number]
#Column	pmRA	(F7.3)	Mean proper motion along RA of members (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F6.3)	Standard deviation of pmRA of members (sigpmra)	[ucd=stat.stdev;pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members(pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F6.3)	Standard deviation of pmdec of members (sigpmdec)	[ucd=stat.stdev]
#Column	plx	(F6.3)	Mean parallax of members (par)	[ucd=pos.parallax.trig]
#Column	s_plx	(F6.3)	Standard deviation of parallax of members (sigpar)	[ucd=stat.stdev;pos.parallax]
#Column	e_plx	(F6.3)	Standard deviation of parallax of members over square root of nbstars (uncertpar)	[ucd=stat.error;pos.parallax]
#Column	dmode	(F7.1)	Most likely distance (dmode)	[ucd=pos.distance]
#Column	dmode+01	(F6.1)	Distance if +0.1mas added to parallax (dmodePLUS01)	[ucd=pos.distance]
#Column	dmode-01	(F7.1)	? Distance if -0.1mas added to parallax null if mean parallax under 0.1mas (dmodeMINUS01)	[ucd=pos.distance]
#Column	X	(F8.1)	X coordinate in Galactic coordinates (X)	[ucd=pos.cartesian.x;pos.galactic]
#Column	Y	(F8.1)	Y coordinate in Galactic coordinates (Y)	[ucd=pos.cartesian.y;pos.galactic]
#Column	Z	(F7.1)	Z coordinate in Galactic coordinates (Z)	[ucd=pos.cartesian.z;pos.galactic]
#Column	Rgc	(F7.1)	Distance from Galactic centre assuming the Sun is at 8340pc (Rgc)	[ucd=pos.distance]
#Column	SimbadName	(a25)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000;_DEJ2000;Cluster;RAJ2000;DEJ2000;GLON;GLAT;r50;Nstars;pmRA;s_pmRA;pmDE;s_pmDE;plx;s_plx;e_plx;dmode;dmode+01;dmode-01;X;Y;Z;Rgc;SimbadName
005.50500;+64.38300;King_1           ;005.505;+64.383;119.758;  1.692; 0.155; 689; -4.947; 0.154; -1.273; 0.126; 0.519; 0.067; 0.003; 1825.1;1543.5; 2232.5;  -905.5;  1583.8;   53.9; 9380.1;King 1
343.74800;+59.17000;King_10          ;343.748;+59.170;108.493; -0.398; 0.039; 227; -2.722; 0.164; -2.088; 0.146; 0.259; 0.065; 0.005; 3478.1;2580.3; 5332.6; -1103.2;  3298.4;  -24.2;10002.7;King 10
356.91200;+68.63600;King_11          ;356.912;+68.636;117.151;  6.484; 0.062; 270; -3.358; 0.200; -0.643; 0.136; 0.262; 0.090; 0.006; 3433.2;2555.6; 5229.0; -1556.7;  3035.4;  387.7;10351.7;King 11
358.26500;+61.95300;King_12          ;358.265;+61.953;116.128; -0.145; 0.054;  73; -3.416; 0.078; -1.420; 0.082; 0.296; 0.032; 0.004; 3080.6;2354.4; 4453.0; -1356.6;  2765.8;   -7.8;10083.4;King 12
002.55300;+61.17500;King_13          ;002.553;+61.175;117.982; -1.300; 0.071; 288; -2.746; 0.104; -0.839; 0.086; 0.231; 0.053; 0.003; 3847.1;2778.0; 6242.8; -1804.6;  3396.5;  -87.3;10698.1;King 13
007.98700;+63.16300;King_14          ;007.987;+63.163;120.734;  0.375; 0.058; 109; -3.267; 0.096; -0.985; 0.082; 0.402; 0.053; 0.006; 2318.8;1882.2; 3019.1; -1185.0;  1993.1;   15.2; 9731.3;King 14
008.26200;+61.85400;King_15          ;008.262;+61.854;120.765; -0.941; 0.041;  74; -2.326; 0.104; -0.862; 0.107; 0.306; 0.056; 0.007; 2987.5;2299.6; 4261.4; -1527.9;  2566.7;  -49.0;10196.3;King 15
010.91500;+64.17200;King_16          ;010.915;+64.172;122.084;  1.313; 0.051;  49; -2.908; 0.102; -0.419; 0.058; 0.328; 0.028; 0.004; 2805.2;2190.5; 3897.9; -1489.6;  2376.1;   64.3;10112.7;King 16
077.09000;+39.06900;King_17          ;077.090;+39.069;167.297; -0.745; 0.038;  50; -0.126; 0.176; -1.274; 0.090; 0.239; 0.060; 0.008; 3725.8;2714.2; 5936.8; -3634.3;   819.2;  -48.5;12002.3;King 17
343.05500;+58.28900;King_18          ;343.055;+58.289;107.785; -1.032; 0.049;  68; -2.639; 0.101; -2.068; 0.077; 0.310; 0.046; 0.006; 2948.2;2276.8; 4176.9;  -900.4;  2806.9;  -53.1; 9657.3;King 18
347.05300;+60.52300;King_19          ;347.053;+60.523;110.563;  0.155; 0.061; 147; -4.838; 0.099; -2.651; 0.102; 0.343; 0.045; 0.004; 2687.7;2118.6; 3674.5;  -944.0;  2516.5;    7.3; 9619.0;King 19
012.74100;+58.18800;King_2           ;012.741;+58.188;122.869; -4.684; 0.051; 128; -1.358; 0.112; -0.824; 0.140; 0.166; 0.095; 0.010; 5136.0;3394.4;10555.4; -2778.1;  4299.4; -419.4;11920.5;King 2
353.30500;+58.46900;King_20          ;353.305;+58.469;112.839; -2.861; 0.061;  82; -2.686; 0.072; -2.585; 0.084; 0.496; 0.050; 0.006; 1903.8;1599.5; 2351.0;  -738.0;  1752.3;  -95.0; 9245.6;King 20
357.47900;+62.70500;King_21          ;357.479;+62.705;115.945;  0.671; 0.046; 116; -3.259; 0.095; -1.675; 0.124; 0.305; 0.050; 0.005; 2994.5;2304.7; 4273.0; -1310.0;  2692.5;   35.0;10018.6;King 21
110.45900;-00.98800;King_23          ;110.459;-00.988;217.296;  6.305; 0.059; 107; -0.457; 0.084; -0.879; 0.086; 0.279; 0.060; 0.006; 3245.2;2449.9; 4804.8; -2566.0; -1954.4;  356.4;11079.7;King 23
291.12200;+13.69600;King_25          ;291.122;+13.696; 48.860; -0.934; 0.052; 168; -1.367; 0.136; -3.958; 0.154; 0.310; 0.072; 0.006; 2948.7;2276.3; 4179.9;  1939.7;  2220.3;  -48.1; 6774.5;King 25
292.23700;+14.88200;King_26          ;292.237;+14.882; 50.417; -1.321; 0.036;  94; -2.344; 0.129; -4.935; 0.136; 0.414; 0.066; 0.008; 2256.2;1841.6; 2913.8;  1437.2;  1738.4;  -52.0; 7118.3;King 26
039.02800;+59.02400;King_4           ;039.028;+59.024;136.054; -1.155; 0.052;  85; -0.575; 0.096; -0.084; 0.136; 0.378; 0.051; 0.006; 2456.5;1972.3; 3258.3; -1768.3;  1704.4;  -49.5;10251.0;King 4
048.68200;+52.69500;King_5           ;048.682;+52.695;143.768; -4.281; 0.091; 287; -0.282; 0.152; -1.200; 0.127; 0.367; 0.058; 0.004; 2523.6;2015.0; 3372.7; -2030.0;  1487.4; -188.4;10476.1;King 5
051.98200;+56.44400;King_6           ;051.982;+56.444;143.345; -0.095; 0.159; 234;  3.864; 0.219; -1.814; 0.244; 1.346; 0.067; 0.005;  727.3; 678.0;  784.4;  -583.5;   434.2;   -1.2; 8934.0;King 6
059.78300;+51.78500;King_7           ;059.783;+51.785;149.800; -1.017; 0.060; 372;  1.121; 0.220; -1.196; 0.181; 0.286; 0.084; 0.005; 3171.8;2407.8; 4645.3; -2740.9;  1595.2;  -56.3;11195.1;King 7
087.32400;+33.63300;King_8           ;087.324;+33.633;176.384;  3.101; 0.025; 100;  0.520; 0.176; -1.743; 0.145; 0.131; 0.082; 0.010; 6241.1;3843.7;16651.6; -6219.5;   393.0;  337.6;14564.9;King 8
333.87700;+54.40500;King_9           ;333.877;+54.405;101.441; -1.828; 0.028;  61; -2.280; 0.202; -0.972; 0.152; 0.129; 0.073; 0.010; 6312.9;3869.6;17127.4; -1251.6;  6184.3; -201.4;11412.4;King 9
086.86100;+35.42700;Koposov_10       ;086.861;+35.427;174.646;  3.695; 0.040;  71;  0.457; 0.164; -1.780; 0.156; 0.329; 0.083; 0.011; 2789.2;2180.7; 3868.4; -2771.2;   259.7;  179.7;11114.3;Koposov 10
090.24500;+35.28700;Koposov_12       ;090.245;+35.287;176.155;  6.013; 0.078; 141;  0.699; 0.116; -1.732; 0.085; 0.396; 0.062; 0.005; 2351.2;1903.7; 3073.7; -2333.0;   156.8;  246.3;10674.2;Koposov 12
084.21800;+31.21000;Koposov_36       ;084.218;+31.210;177.069; -0.403; 0.064;  83;  0.804; 0.132; -3.668; 0.114; 0.541; 0.063; 0.007; 1754.8;1493.0; 2128.9; -1752.5;    89.7;  -12.3;10092.9;Koposov 36
088.07900;+29.90100;Koposov_43       ;088.079;+29.901;179.923;  1.747; 0.033;  15; -0.037; 0.086; -1.664; 0.048; 0.180; 0.040; 0.011; 4787.5;3238.0; 9196.4; -4785.2;     6.4;  145.9;13125.2;Koposov 43
092.22100;+26.26400;Koposov_53       ;092.221;+26.264;184.897;  3.121; 0.039;  50;  0.242; 0.133; -0.632; 0.140; 0.180; 0.073; 0.010; 4788.7;3238.1; 9189.4; -4764.2;  -408.2;  260.7;13110.5;Koposov 53
092.49900;+24.56700;Koposov_63       ;092.499;+24.567;186.507;  2.522; 0.043;  53;  0.546; 0.118; -0.447; 0.117; 0.206; 0.070; 0.009; 4259.0;2987.7; 7419.4; -4227.5;  -482.2;  187.4;12576.7;Koposov 63
082.08900;+34.77700;Kronberger_1     ;082.089;+34.777;173.106;  0.049; 0.014;  38; -0.050; 0.133; -2.199; 0.249; 0.443; 0.112; 0.016; 2118.4;1748.0; 2687.6; -2103.1;   254.3;    1.8;10446.2;Kronberger 1
275.66700;-14.72700;Kronberger_25    ;275.667;-14.727; 16.584; -0.467; 0.007;  23; -0.343; 0.186; -1.827; 0.149; 0.268; 0.036; 0.010; 3372.4;2522.1; 5087.1;  3232.0;   962.5;  -27.5; 5197.9;Kronberger 25
296.29700;+28.16000;Kronberger_4     ;296.297;+28.160; 63.844;  1.883; 0.014;  78; -2.542; 0.133; -4.836; 0.163; 0.119; 0.104; 0.013; 6765.2;4037.3;20947.7;  2980.6;  6069.1;  222.3; 8096.7;Kronberger 4
299.53600;+30.88300;Kronberger_52    ;299.536;+30.883; 67.625;  0.851; 0.024;  84; -2.622; 0.113; -4.837; 0.091; 0.106; 0.074; 0.008; 7408.5;4256.1;28459.1;  2819.8;  6849.9;  110.0; 8797.4;Kronberger 52
300.77800;+31.96800;Kronberger_54    ;300.778;+31.968; 69.106;  0.523; 0.006;  19; -2.596; 0.108; -5.209; 0.081; 0.195; 0.051; 0.012; 4457.5;3083.0; 8035.8;  1589.7;  4164.2;   40.7; 7931.4;Kronberger 54
305.98600;+36.60200;Kronberger_57    ;305.986;+36.602; 75.344; -0.501; 0.012;  29; -3.540; 0.107; -4.406; 0.078; 0.275; 0.082; 0.014; 3285.2;2473.1; 4890.4;   831.2;  3178.1;  -28.7; 8153.7;Kronberger 57
300.49900;+31.42000;Kronberger_69    ;300.499;+31.420; 68.516;  0.433; 0.033;  45; -2.741; 0.120; -5.246; 0.167; 0.351; 0.067; 0.010; 2629.8;2082.4; 3567.7;   963.1;  2447.0;   19.9; 7772.1;Kronberger 69
293.47800;+18.52200;Kronberger_79    ;293.478;+18.522; 54.180; -0.611; 0.015;  67; -2.718; 0.108; -5.330; 0.117; 0.148; 0.095; 0.011; 5651.4;3611.6;12981.0;  3307.3;  4582.3;  -60.2; 6806.3;Kronberger 79
317.95400;+52.37900;Kronberger_80    ;317.954;+52.379; 92.928;  2.798; 0.015;  41; -2.329; 0.282; -2.887; 0.209; 0.071; 0.132; 0.019;10025.7;5006.6;       ;  -511.5; 10000.7;  489.4;13355.3;Kronberger 80
321.54700;+53.53400;Kronberger_81    ;321.547;+53.534; 95.271;  2.067; 0.045;  47; -2.610; 0.258; -3.324; 0.192; 0.228; 0.127; 0.020; 3896.8;2803.2; 6388.9;  -357.8;  3877.8;  140.5; 9523.1;Kronberger 81
323.88400;+53.51700;Kronberger_84    ;323.884;+53.517; 96.275;  1.106; 0.019;  44; -3.085; 0.191; -2.908; 0.131; 0.225; 0.079; 0.011; 3935.0;2824.7; 6490.0;  -430.0;  3910.7;   75.9; 9602.4;Kronberger 84
119.59000;-34.77000;Kronberger_85    ;119.590;-34.770;250.967; -2.842; 0.025;  32; -1.265; 0.156;  2.815; 0.228; 0.069; 0.113; 0.020;10239.6;5058.1;       ; -3335.2; -9667.9; -507.7;15158.5;Kronberger 85
316.02700;+50.24500;LDN_988e         ;316.027;+50.245; 90.539;  2.245; 0.024;  33;  1.181; 0.288; -3.560; 0.261; 1.596; 0.125; 0.021;  615.5; 579.8;  655.8;    -5.8;   615.0;   24.1; 8368.4;NAME [C86] L988 e Cluster
085.67500;-08.13300;L_1641S          ;085.675;-08.133;212.480;-18.954; 0.143; 101;  0.013; 0.346; -0.390; 0.417; 2.288; 0.138; 0.013;  431.6; 413.8;  451.1;  -344.3;  -219.2; -140.2; 8687.1;L 1641S
212.00600;-59.78600;Loden_1194       ;212.006;-59.786;312.436;  1.665; 0.336;  68; -7.762; 0.171; -4.667; 0.202; 1.329; 0.053; 0.006;  736.6; 686.1;  795.2;   496.8;  -543.4;   21.4; 7862.0;Cl Loden 1194
172.76900;-58.50700;Loden_372        ;172.769;-58.507;292.583;  2.740; 0.088;  76; -6.807; 0.111;  0.936; 0.106; 0.551; 0.045; 0.006; 1722.8;1469.6; 2081.3;   660.8; -1588.9;   82.4; 7841.8;Cl Loden 372
155.88400;-54.66700;Loden_46         ;155.884;-54.667;282.560;  2.246; 0.327;  44;-11.367; 0.084;  4.645; 0.098; 0.875; 0.033; 0.005; 1106.3; 996.1; 1244.0;   240.4; -1079.0;   43.4; 8171.2;Cl Loden 46
209.99400;-62.15200;Lynga_1          ;209.994;-62.152;310.842; -0.338; 0.035;  33; -5.303; 0.079; -2.274; 0.080; 0.422; 0.034; 0.007; 2216.2;1814.2; 2847.1;  1449.3; -1676.6;  -13.1; 7091.7;Lynga 1
253.76400;-45.23900;Lynga_14         ;253.764;-45.239;340.913; -1.091; 0.035;  26; -0.336; 0.115; -1.977; 0.133; 0.308; 0.052; 0.011; 2963.2;2286.0; 4210.6;  2799.8;  -968.8;  -56.4; 5624.3;Lynga 14
216.08500;-61.32800;Lynga_2          ;216.085;-61.328;313.839; -0.440; 0.198; 156; -6.716; 0.122; -4.696; 0.145; 1.034; 0.049; 0.004;  940.4; 859.5; 1038.0;   651.3;  -678.3;   -7.2; 7718.5;Lynga 2
229.19400;-58.37300;Lynga_3          ;229.194;-58.373;321.035; -0.705; 0.018;  38; -4.853; 0.115; -3.727; 0.148; 0.108; 0.076; 0.012; 7292.2;4218.3;26958.5;  5669.4; -4585.3;  -89.7; 5306.3;Lynga 3
233.34400;-55.23400;Lynga_4          ;233.344;-55.234;324.662;  0.653; 0.048;  71; -3.983; 0.185; -3.004; 0.129; 0.350; 0.078; 0.009; 2641.3;2089.6; 3588.5;  2154.5; -1527.6;   30.1; 6371.3;Lynga 4
235.46200;-56.68000;Lynga_5          ;235.462;-56.680;324.766; -1.213; 0.078; 181; -3.660; 0.110; -3.561; 0.125; 0.305; 0.061; 0.005; 2993.4;2303.8; 4272.0;  2444.5; -1726.6;  -63.4; 6143.2;Lynga 5
241.21800;-51.96000;Lynga_6          ;241.218;-51.960;330.352;  0.302; 0.056;  79; -1.866; 0.144; -2.757; 0.098; 0.383; 0.050; 0.006; 2426.1;1952.7; 3202.2;  2108.5; -1200.1;   12.8; 6346.0;Lynga 6
245.17000;-48.52300;Lynga_9          ;245.170;-48.523;334.547;  1.074; 0.061; 451; -2.559; 0.177; -2.415; 0.124; 0.359; 0.073; 0.004; 2574.8;2047.5; 3467.9;  2324.5; -1106.4;   48.3; 6116.4;Lynga 9
130.63700;-78.96300;Mamajek_1        ;130.637;-78.963;292.436;-21.601; 0.362;  20;-29.834; 1.810; 26.990; 1.212;10.130; 0.147; 0.029;  104.0; 104.0;  104.0;    36.9;   -89.4;  -38.3; 8303.6;Cl Mamajek 1
276.63500;-50.77200;Mamajek_4        ;276.635;-50.772;344.031;-16.989; 1.404; 199;  4.646; 0.505;-21.051; 0.922; 2.224; 0.077; 0.006;  443.8; 425.0;  464.4;   408.1;  -116.8; -129.7; 7932.8;Cl Mamajek 4
273.81900;-18.99700;Markarian_38     ;273.819;-18.997; 11.985; -0.928; 0.044;  27;  0.845; 0.078; -2.277; 0.102; 0.567; 0.051; 0.010; 1678.8;1437.4; 2017.6;  1641.9;   348.6;  -27.2; 6707.1;Markarian 38
348.80600;+60.44800;Markarian_50     ;348.806;+60.448;111.335; -0.239; 0.035;  45; -3.465; 0.090; -2.560; 0.125; 0.323; 0.058; 0.009; 2837.6;2211.5; 3962.4; -1032.4;  2643.1;  -11.9; 9737.9;Markarian 50
005.50200;+61.75100;Mayer_1          ;005.502;+61.751;119.456; -0.922; 0.101;  56; -3.341; 0.123; -1.426; 0.192; 0.353; 0.071; 0.010; 2615.0;2072.9; 3541.0; -1285.8;  2276.6;  -42.1; 9891.3;Mayer 1
112.52300;-18.55300;Mayer_3          ;112.523;-18.553;233.771; -0.198; 0.026;  28; -1.892; 0.091;  2.336; 0.118; 0.209; 0.091; 0.014; 4205.3;2959.1; 7257.0; -2485.4; -3392.2;  -14.6;11344.4;Mayer 3
160.53500;-65.11000;Melotte_101      ;160.535;-65.110;289.863; -5.572; 0.136; 523; -6.307; 0.113;  3.483; 0.107; 0.439; 0.048; 0.002; 2134.7;1759.3; 2713.7;   721.9; -1998.2; -207.3; 7875.8;Melotte 101
169.92000;-63.48600;Melotte_105      ;169.920;-63.486;292.903; -2.416; 0.054; 503; -6.771; 0.127;  2.133; 0.131; 0.407; 0.047; 0.002; 2291.7;1864.5; 2972.9;   891.1; -2109.2;  -96.6; 7741.8;Melotte 105
051.61700;+48.97500;Melotte_20       ;051.617;+48.975;147.357; -6.404; 2.027; 764; 22.864; 1.127;-25.378; 1.205; 5.668; 0.192; 0.007;  175.5; 172.5;  178.7;  -146.9;    94.1;  -19.6; 8487.4;Melotte 20
056.60100;+24.11400;Melotte_22       ;056.601;+24.114;166.462;-23.614; 1.274; 992; 20.077; 1.062;-45.503; 1.183; 7.346; 0.177; 0.006;  135.6; 133.8;  137.5;  -120.8;    29.1;  -54.3; 8460.8;Melotte 22
111.57300;-47.68500;Melotte_66       ;111.573;-47.685;259.569;-14.265; 0.088; 830; -1.474; 0.142;  2.745; 0.142; 0.183; 0.077; 0.003; 4722.0;3208.1; 8955.2;  -828.5; -4500.8;-1163.6;10213.7;Melotte 66
114.38300;-12.06500;Melotte_71       ;114.383;-12.065;228.951;  4.506; 0.075; 584; -2.446; 0.115;  4.210; 0.113; 0.434; 0.056; 0.002; 2160.4;1776.6; 2755.9; -1414.4; -1624.3;  169.7; 9888.7;Melotte 71
114.61800;-10.69800;Melotte_72       ;114.618;-10.698;227.862;  5.369; 0.053; 194; -4.159; 0.110;  3.680; 0.093; 0.369; 0.055; 0.004; 2514.7;2009.5; 3359.3; -1679.7; -1856.6;  235.3;10190.3;Melotte 72
240.39700;-54.14900;Moffat_1         ;240.397;-54.149;328.535; -1.014; 0.033;  20; -2.211; 0.089; -3.037; 0.065; 0.402; 0.016; 0.005; 2320.8;1883.6; 3022.5;  1979.3; -1211.2;  -41.1; 6475.0;Moffat 1
134.47800;-47.76100;Muzzio_1         ;134.478;-47.761;268.000; -1.371; 0.124;  40; -5.261; 0.096;  4.224; 0.097; 0.519; 0.023; 0.004; 1824.8;1543.2; 2232.1;   -63.7; -1823.1;  -43.7; 8599.2;Muzzio 1
040.67700;+61.61600;NGC_1027         ;040.677;+61.616;135.754;  1.545; 0.220; 396; -1.753; 0.134;  2.090; 0.167; 0.882; 0.055; 0.003; 1097.8; 989.2; 1233.1;  -786.1;   765.7;   29.6; 9158.2;NGC 1027
006.31200;+61.32600;NGC_103          ;006.312;+61.326;119.795; -1.386; 0.053; 193; -2.823; 0.101; -0.988; 0.094; 0.288; 0.050; 0.004; 3156.5;2399.4; 4616.7; -1568.0;  2738.5;  -76.3;10279.5;NGC 103
040.53100;+42.72200;NGC_1039         ;040.531;+42.722;143.682;-15.646; 0.403; 578;  0.722; 0.292; -5.681; 0.325; 1.949; 0.105; 0.005;  505.5; 481.2;  532.4;  -392.2;   288.3; -136.3; 8737.0;NGC 1039
046.48600;+44.38300;NGC_1193         ;046.486;+44.383;146.814;-12.162; 0.027; 215; -0.125; 0.281; -0.329; 0.244; 0.159; 0.123; 0.009; 5309.6;3467.3;11309.9; -4343.9;  2841.0;-1118.6;12998.2;NGC 1193
047.92000;+53.34400;NGC_1220         ;047.920;+53.344;143.039; -3.963; 0.022;  57;  0.187; 0.188; -0.717; 0.123; 0.297; 0.058; 0.009; 3067.1;2348.0; 4424.3; -2444.9;  1839.8; -212.0;10940.7;NGC 1220
048.69100;+47.23500;NGC_1245         ;048.691;+47.235;146.658; -8.927; 0.109; 589;  0.504; 0.113; -1.579; 0.100; 0.289; 0.050; 0.002; 3147.7;2394.0; 4594.1; -2597.7;  1709.1; -488.4;11070.5;NGC 1245
007.60700;+60.21300;NGC_129          ;007.607;+60.213;120.323; -2.552; 0.169; 392; -2.605; 0.099; -1.096; 0.099; 0.511; 0.043; 0.002; 1852.3;1562.8; 2273.3;  -934.2;  1597.3;  -82.5; 9410.8;NGC 129
052.29700;+31.31000;NGC_1333         ;052.297;+31.310;158.343;-20.505; 0.095;  50;  7.425; 0.868; -9.865; 0.515; 3.344; 0.268; 0.038;  296.5; 287.8;  305.5;  -258.1;   102.5; -103.9; 8598.7;NGC 1333
052.89400;+37.38000;NGC_1342         ;052.894;+37.380;154.940;-15.347; 0.289; 361;  0.520; 0.233; -1.604; 0.195; 1.502; 0.056; 0.003;  653.2; 613.2;  698.9;  -570.7;   266.8; -172.9; 8914.6;NGC 1342
053.52400;+51.40900;NGC_1348         ;053.524;+51.409;146.968; -3.709; 0.068;  92;  1.288; 0.142; -0.726; 0.157; 0.404; 0.056; 0.006; 2310.5;1876.8; 3004.9; -1933.0;  1256.8; -149.5;10349.6;NGC 1348
007.89600;+61.50600;NGC_136          ;007.896;+61.506;120.566; -1.274; 0.027;  80; -1.648; 0.089; -0.522; 0.088; 0.181; 0.061; 0.006; 4767.3;3228.9; 9120.3; -2423.7;  4103.8; -106.0;11519.5;NGC 136
057.36100;+52.65800;NGC_1444         ;057.361;+52.658;148.100; -1.290; 0.056;  21; -0.746; 0.214; -1.829; 0.115; 0.832; 0.046; 0.009; 1161.1;1040.3; 1313.5;  -985.5;   613.4;  -26.1; 9345.6;NGC 1444
008.26200;+63.31600;NGC_146          ;008.262;+63.316;120.869;  0.518; 0.075;  66; -2.864; 0.071; -0.451; 0.075; 0.307; 0.031; 0.004; 2973.4;2292.3; 4229.8; -1525.5;  2552.1;   26.9;10190.3;NGC 146
061.11100;+52.66800;NGC_1496         ;061.111;+52.668;149.833;  0.182; 0.044;  58;  1.511; 0.098; -0.756; 0.080; 0.612; 0.042; 0.005; 1559.4;1349.0; 1847.6; -1348.2;   783.6;    5.0; 9719.8;NGC 1496
061.95400;+62.33200;NGC_1502         ;061.954;+62.332;143.671;  7.657; 0.081; 154; -0.571; 0.190; -0.848; 0.189; 0.916; 0.054; 0.005; 1058.4; 957.1; 1183.6;  -845.0;   621.4;  141.0; 9206.0;NGC 1502
062.47000;+49.50400;NGC_1513         ;062.470;+49.504;152.589; -1.590; 0.106; 348;  1.324; 0.177; -3.679; 0.161; 0.651; 0.057; 0.003; 1470.2;1282.1; 1723.7; -1304.6;   676.6;  -40.8; 9668.3;NGC 1513
063.87800;+51.21800;NGC_1528         ;063.878;+51.218;152.069;  0.274; 0.235; 329;  2.181; 0.156; -2.246; 0.127; 0.948; 0.057; 0.003; 1023.9; 928.8; 1140.6;  -904.6;   479.6;    4.9; 9257.0;NGC 1528
065.20200;+50.22100;NGC_1545         ;065.202;+50.221;153.366;  0.145; 0.290; 139; -1.957; 0.159; -0.082; 0.126; 1.367; 0.065; 0.006;  716.5; 668.6;  771.8;  -640.5;   321.2;    1.8; 8986.2;NGC 1545
067.51400;+35.32500;NGC_1579         ;067.514;+35.325;165.293; -8.999; 0.112;  56;  2.477; 0.432; -4.945; 0.448; 1.810; 0.194; 0.027;  543.7; 515.7;  575.0;  -519.5;   136.3;  -85.0; 8860.5;NGC 1579
067.98500;+43.71800;NGC_1582         ;067.985;+43.718;159.357; -3.019; 0.264; 147;  2.216; 0.182; -1.347; 0.130; 0.994; 0.059; 0.006;  977.8; 890.7; 1083.8;  -913.8;   344.2;  -51.5; 9260.2;NGC 1582
068.74500;+45.26900;NGC_1605         ;068.745;+45.269;158.586; -1.567; 0.047; 127;  0.990; 0.151; -1.977; 0.104; 0.295; 0.080; 0.007; 3083.3;2356.6; 4458.3; -2869.4;  1125.3;  -84.3;11265.7;NGC 1605
070.16200;+50.45800;NGC_1624         ;070.162;+50.458;155.365;  2.611; 0.032;  18;  0.006; 0.125; -0.456; 0.130; 0.145; 0.056; 0.012; 5760.2;3656.6;13612.5; -5230.4;  2398.6;  262.4;13780.8;NGC 1624
071.48100;+19.07900;NGC_1647         ;071.481;+19.079;180.368;-16.792; 0.417; 619; -1.057; 0.253; -1.502; 0.236; 1.675; 0.076; 0.003;  586.7; 554.2;  623.3;  -561.7;    -3.6; -169.5; 8901.7;NGC 1647
