#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T21:33:37 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ebfe1663d08	
#INFO	-out.max=unlimited	
#INFO	queryParameters=36	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJS/260/8&tab:{J/ApJS/260/8/params}&key:source=J/ApJS/260/8/params&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/260/8/params
#-order=I
#-out=Cluster
#-out=GLON
#-out=s_GLON
#-out=GLAT
#-out=s_GLAT
#-out=Plx
#-out=s_Plx
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=RV
#-out=s_RV
#-out=o_RV
#-out=m-M
#-out=AG
#-out=logAge
#-out=Z
#-out=N70
#-out=minProb
#-out=NminProb
#-out=Class
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_22600008
#Name: J/ApJS/260/8
#Title: 541 new open cluster candidates (He+, 2022)
#Coosys	G:	galactic
#Table	J_ApJS_260_8_params:
#Name: J/ApJS/260/8/params
#Title: Parameters of median astrometric values and isochrone fits for 541 new open cluster candidates
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Cluster	(I3)	[1/541] Cluster CWNU ID (cluster)	[ucd=meta.id;meta.main]
#Column	GLON	(F7.3)	Galactic longitude (l)	[ucd=pos.galactic.lon]
#Column	s_GLON	(F5.2)	Longitude dispersion (sigma_l)	[ucd=instr.dispersion]
#Column	GLAT	(F7.3)	Galactic latitude (b)	[ucd=pos.galactic.lat]
#Column	s_GLAT	(F5.2)	Latitude dispersion (sigma_b)	[ucd=instr.dispersion]
#Column	Plx	(F5.2)	Parallax (Parallax)	[ucd=pos.parallax]
#Column	s_Plx	(F5.2)	Parallax dispersion (sigma_Parallax)	[ucd=stat.error]
#Column	pmRA	(F6.2)	Proper motion along RA, pmRA*cosDE (pmRA*)	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F5.2)	pmRA dispersion (sigma_pmRA*)	[ucd=pos.pm]
#Column	pmDE	(F6.2)	Proper motion along DE (pmDEC)	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F5.2)	pmDE dispersion (sigma_pmDEC)	[ucd=pos.pm]
#Column	RV	(A5)	? Radial velocity (RV)	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(A4)	? RV dispersion (sigma_RV)	[ucd=instr.dispersion]
#Column	o_RV	(I1)	? Stars used to compute RV (N_RV) [NULL integer written as an empty string]	[ucd=meta.number]
#Column	m-M	(F5.2)	RV dispersion (N_RV>1)|RV error(N_RV=1)) (m-M)	[ucd=stat.variance]
#Column	AG	(F5.2)	G band extinction (A_G)	[ucd=phys.absorption]
#Column	logAge	(F4.1)	Logarithmic age (log(age/yr))	[ucd=time.age]
#Column	Z	(F6.3)	Metallicity (Z)	[ucd=phys.abund.Z]
#Column	N70	(I3)	Number of member stars with Pcl>0.7 (N_70)	[ucd=meta.number]
#Column	minProb	(F5.2)	Minimum Pcl used for statistics (min_prob)	[ucd=stat.fit.goodness]
#Column	NminProb	(I3)	Number of member stars with Pcl>minProb (N_min_prob)	[ucd=meta.number]
#Column	Class	(I1)	[1/3] Classification (class)	[ucd=meta.code.class]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;Cluster;GLON;s_GLON;GLAT;s_GLAT;Plx;s_Plx;pmRA;s_pmRA;pmDE;s_pmDE;RV;s_RV;o_RV;m-M;AG;logAge;Z;N70;minProb;NminProb;Class;_RA.icrs;_DE.icrs
270.84075;-19.35014;179;010.314; 0.08;+01.362; 0.08; 0.64; 0.09;  0.08; 0.19; -1.11; 0.17;  ---; ---;0;10.60; 2.10; 7.6; 0.016;135; 0.70;135;1;270.8407;-19.3501
307.90105;+37.83875;180;077.238; 0.25;-01.019; 0.27; 0.96; 0.06; -1.60; 0.31; -3.98; 0.27;  ---; ---;0;10.20; 0.20; 6.3; 0.002;101; 0.84;101;1;307.9010;+37.8388
289.36838;+05.91868;181;041.176; 0.29;-03.057; 0.14; 0.84; 0.05; -0.55; 0.13; -4.64; 0.15;  ---; ---;0;10.20; 1.45; 8.0; 0.014; 34; 1.00; 34;1;289.3684;+05.9187
136.32955;-44.24118;182;266.209; 0.67;+01.920; 0.13; 1.06; 0.05; -8.94; 0.41;  5.74; 0.11; 25.5; 3.9;3; 9.60; 0.95; 8.9; 0.020; 80; 0.70; 80;1;136.3295;-44.2412
273.09923;-21.10956;183;009.806; 0.14;-01.345; 0.12; 0.59; 0.04;  0.21; 0.14; -1.47; 0.25; -4.4; 0.8;1;11.85; 3.05; 6.9; 0.018; 30; 0.70; 30;1;273.0992;-21.1096
146.86520;-50.58597;184;275.735; 0.19;+02.309; 0.14; 0.64; 0.03; -7.14; 0.10;  5.00; 0.09; 43.7; 0.7;1;11.50; 1.30; 8.5; 0.040;101; 0.71;101;1;146.8652;-50.5860
134.93499;-45.81447;185;266.733; 0.09;+00.139; 0.08; 0.47; 0.05; -4.87; 0.14;  4.79; 0.10;  ---; ---;0;12.35; 3.40; 6.8; 0.038;101; 0.70;101;1;134.9350;-45.8145
076.96624;+40.51911;186;166.079; 0.08;+00.046; 0.10; 0.75; 0.05; -0.01; 0.08; -2.49; 0.10;  ---; ---;0;10.35; 0.75; 7.4; 0.006; 57; 0.72; 57;1;076.9662;+40.5191
340.07782;+49.03916;187;101.906; 0.65;-08.405; 0.17; 1.19; 0.05; -1.80; 0.14; -5.59; 0.23;-13.7; 6.6;1; 9.80; 0.30; 7.9; 0.030; 25; 0.51; 37;1;340.0778;+49.0392
135.74260;-46.72452;188;267.785; 0.18;-00.043; 0.16; 0.87; 0.04; -6.10; 0.09;  4.01; 0.06;  ---; ---;0;10.30; 2.50; 7.7; 0.018; 69; 0.70; 69;1;135.7426;-46.7245
095.07116;-06.49309;189;215.215; 0.22;-09.869; 0.07; 0.55; 0.04; -1.40; 0.21;  2.01; 0.16;  ---; ---;0;10.85; 0.95; 8.7; 0.004; 26; 0.60; 36;1;095.0712;-06.4931
105.18110;-14.39528;190;226.812; 0.13;-04.499; 0.13; 0.63; 0.06; -1.39; 0.13;  1.65; 0.11; 28.1; 2.5;1;10.95; 1.00; 9.0; 0.012; 66; 0.71; 66;1;105.1811;-14.3953
274.07883;-20.20598;191;011.038; 0.24;-01.719; 0.09; 0.52; 0.06;  1.16; 0.15; -0.36; 0.09;  ---; ---;0;11.45; 2.30; 7.3; 0.024;124; 0.70;124;1;274.0788;-20.2060
107.35287;+00.52269;192;214.518; 0.06;+04.237; 0.04; 0.30; 0.04; -1.02; 0.06; -0.67; 0.04;  ---; ---;0;12.85; 0.60; 8.5; 0.040; 37; 0.76; 37;1;107.3529;+00.5227
120.39099;-32.01659;193;248.973; 0.08;-00.827; 0.06; 0.45; 0.04; -1.81; 0.07;  1.30; 0.03; 36.0; 0.4;1;10.95; 0.85; 8.9; 0.006; 29; 1.00; 29;1;120.3910;-32.0166
085.47653;+29.39636;194;179.183; 0.06;-00.449; 0.05; 0.48; 0.07;  0.51; 0.11; -3.52; 0.08;-11.1; 0.7;1;11.10; 2.00; 9.0; 0.014; 74; 0.75; 74;1;085.4765;+29.3964
082.99243;+29.08091;195;178.285; 0.15;-02.447; 0.07; 0.48; 0.05;  0.52; 0.16; -2.50; 0.14;  ---; ---;0;11.30; 1.70; 7.5; 0.010; 34; 0.70; 34;1;082.9924;+29.0809
007.38560;+57.44607;196;119.977; 0.05;-05.300; 0.04; 0.46; 0.03; -0.31; 0.07; -1.17; 0.08;  ---; ---;0;11.80; 1.10; 8.4; 0.032; 45; 0.71; 45;1;007.3856;+57.4461
088.63003;+31.16087;197;179.077; 0.06;+02.794; 0.05; 0.56; 0.06;  0.73; 0.09; -3.37; 0.07;  ---; ---;0;11.70; 0.95; 7.5; 0.030; 27; 0.40; 43;1;088.6300;+31.1609
122.33937;-38.81719;198;255.570; 0.09;-03.129; 0.10; 0.72; 0.03; -4.53; 0.07;  3.68; 0.08;  ---; ---;0;10.40; 1.90; 7.4; 0.020; 33; 0.70; 33;1;122.3394;-38.8172
005.10913;+48.22926;199;117.612; 0.41;-14.322; 0.39; 1.30; 0.07;  0.41; 1.13; -3.59; 0.90; -7.3; 0.0;2;10.25; 0.05; 6.5; 0.002; 43; 1.00; 43;1;005.1091;+48.2293
096.94993;+36.03057;200;178.017; 0.10;+11.193; 0.09; 0.83; 0.05; -0.37; 0.14; -3.64; 0.10;-17.2; 0.4;1;10.30; 0.30; 8.8; 0.020; 28; 0.04; 48;1;096.9499;+36.0306
095.39274;-10.27819;201;218.813; 0.12;-11.254; 0.08; 1.02; 0.05; -3.59; 0.21; -0.87; 0.20; 39.9; 0.7;1; 9.60; 1.45; 9.3; 0.004; 26; 0.44; 31;1;095.3927;-10.2782
303.53690;+34.57248;202;072.545; 0.26;-00.001; 0.11; 0.62; 0.03; -0.83; 0.07; -3.64; 0.06;  ---; ---;0;10.60; 1.40; 7.8; 0.008; 42; 0.71; 42;1;303.5369;+34.5725
010.11461;+66.88472;203;121.852; 0.09;+04.036; 0.03; 0.37; 0.06; -3.08; 0.14;  0.24; 0.13;  ---; ---;0;12.60; 3.25; 6.7; 0.030; 57; 0.70; 57;1;010.1146;+66.8847
121.06658;-29.21188;204;246.906; 0.19;+01.156; 0.09; 0.55; 0.04; -3.69; 0.07;  2.90; 0.10;  ---; ---;0;10.65; 0.30; 7.6; 0.016; 43; 0.70; 43;1;121.0666;-29.2119
093.64177;+02.80423;205;206.193; 0.21;-06.897; 0.15; 0.69; 0.04;  0.48; 0.07; -2.31; 0.08;  ---; ---;0;11.20; 1.05; 8.7; 0.038; 70; 0.70; 70;1;093.6418;+02.8042
289.61184;+13.19001;206;047.722; 0.04;+00.124; 0.04; 0.45; 0.04; -1.74; 0.08; -3.63; 0.10;  ---; ---;0;12.75; 3.55; 6.8; 0.040; 32; 0.71; 32;1;289.6118;+13.1900
135.63707;-46.85552;207;267.835; 0.43;-00.184; 0.16; 1.20; 0.04; -7.49; 0.27;  5.15; 0.17;  ---; ---;0; 9.00; 1.15; 7.0; 0.006; 41; 0.75; 41;1;135.6371;-46.8555
137.85856;-45.57134;208;267.922; 0.14;+01.817; 0.05; 1.32; 0.04; -8.54; 0.28;  3.98; 0.31;  ---; ---;0; 9.35; 1.80; 6.7; 0.038; 26; 0.55; 31;1;137.8586;-45.5713
337.72693;+56.17560;209;104.242; 0.20;-01.510; 0.05; 0.72; 0.04; -2.20; 0.09; -1.71; 0.08;  ---; ---;0;10.35; 1.30; 7.7; 0.008; 26; 0.63; 32;1;337.7269;+56.1756
074.95928;+38.68618;210;166.594; 0.09;-02.296; 0.07; 0.57; 0.05;  0.02; 0.09; -3.60; 0.13;-20.3; 0.7;1;10.60; 1.05; 8.8; 0.008; 32; 0.71; 32;1;074.9593;+38.6862
329.77538;+40.71489;211;091.068; 0.50;-11.259; 0.30; 1.54; 0.06; -1.76; 0.53; -4.37; 0.54; -8.8;12.3;4; 8.95; 0.25; 7.7; 0.030; 41; 0.96; 41;1;329.7754;+40.7149
120.64254;-28.80611;212;246.365; 0.18;+01.058; 0.13; 0.67; 0.04; -2.88; 0.08;  3.14; 0.08;  ---; ---;0;10.70; 0.40; 7.6; 0.012; 50; 0.70; 50;1;120.6425;-28.8061
319.78312;+56.95429;213;096.972; 0.13;+05.202; 0.09; 0.70; 0.03;  3.53; 0.08;  0.19; 0.08;-26.8; 0.5;6;10.20; 1.95; 9.2; 0.018; 46; 0.88; 46;1;319.7831;+56.9543
323.12676;+60.72877;214;100.868; 0.29;+06.690; 0.12; 0.84; 0.08; -3.07; 0.67; -3.58; 0.50;  ---; ---;0;11.25; 0.80; 6.4; 0.002; 71; 0.76; 71;1;323.1268;+60.7288
247.28184;-45.54725;215;337.681; 0.10;+02.128; 0.06; 0.83; 0.03;  0.88; 0.05; -3.41; 0.07;  ---; ---;0;10.05; 1.45; 8.1; 0.008; 31; 0.70; 31;1;247.2818;-45.5472
079.43988;+07.19503;216;195.190; 0.20;-17.088; 0.18; 2.54; 0.12;  2.23; 0.27; -3.71; 0.22; 15.2; 1.4;3; 7.60; 1.15; 6.5; 0.004; 46; 1.00; 46;1;079.4399;+07.1950
249.43391;-49.46873;217;335.792; 0.18;-01.603; 0.19; 0.83; 0.03;  0.27; 0.25; -4.71; 0.21;  ---; ---;0;10.00; 1.65; 7.2; 0.014; 21; 1.00; 21;1;249.4339;-49.4687
244.96353;-55.62479;218;329.456; 0.17;-03.882; 0.13; 0.68; 0.07; -0.04; 0.14; -1.46; 0.10; -8.3; 0.3;1;11.20; 1.00; 8.1; 0.034; 93; 0.70; 93;1;244.9635;-55.6248
356.09285;+62.66839;219;115.320; 0.09;+00.792; 0.06; 0.37; 0.03; -3.83; 0.17; -1.92; 0.05;  ---; ---;0;12.20; 0.20; 6.4; 0.040; 57; 0.70; 57;1;356.0929;+62.6684
244.94294;-49.96699;220;333.426; 0.05;+00.152; 0.03; 0.40; 0.04; -3.11; 0.12; -2.44; 0.12;-24.9; 0.6;1;11.95; 2.55; 8.8; 0.012; 71; 0.72; 71;1;244.9429;-49.9670
087.80220;-03.56647;221;209.200; 0.61;-15.018; 0.69; 1.81; 0.09;  1.25; 1.56; -2.28; 1.67; 31.7;13.9;4; 8.85; 0.90; 9.3; 0.036; 53; 1.00; 53;1;087.8022;-03.5665
101.98595;-08.03942;222;219.705; 0.13;-04.428; 0.06; 0.62; 0.05; -1.93; 0.11; -0.84; 0.12;  ---; ---;0;10.60; 1.00; 8.7; 0.004; 37; 0.70; 37;1;101.9859;-08.0394
126.63119;-33.54919;223;253.154; 0.30;+02.693; 0.10; 0.74; 0.04; -4.88; 0.08;  4.44; 0.06;  ---; ---;0;10.35; 0.45; 7.5; 0.012; 30; 0.70; 30;1;126.6312;-33.5492
267.73472;-38.44971;224;352.393; 0.13;-05.836; 0.11; 0.87; 0.04;  3.50; 0.12; -2.35; 0.10;  ---; ---;0;10.25; 0.80; 7.5; 0.020; 78; 0.75; 78;1;267.7347;-38.4497
349.27588;+55.22291;225;109.685; 0.34;-05.204; 0.14; 1.15; 0.04;  0.46; 0.19; -1.75; 0.15;  ---; ---;0; 9.90; 0.65; 7.7; 0.026; 49; 0.70; 49;1;349.2759;+55.2229
111.24773;-04.91519;226;221.160; 0.22;+05.180; 0.09; 0.63; 0.02; -3.85; 0.10;  0.48; 0.11; 42.7; 0.8;1;10.50; 0.60; 9.1; 0.004; 31; 0.84; 31;1;111.2477;-04.9152
324.00433;+50.48912;227;094.298; 0.07;-01.190; 0.08; 0.54; 0.04; -3.83; 0.09; -3.34; 0.08;-14.4; 0.5;1;11.10; 1.20; 8.3; 0.008; 80; 0.70; 80;1;324.0043;+50.4891
126.05742;-32.56711;228;252.073; 0.13;+02.866; 0.07; 0.57; 0.04; -4.29; 0.06;  3.27; 0.08;  ---; ---;0;11.35; 0.20; 8.4; 0.040; 62; 0.72; 62;1;126.0574;-32.5671
263.70649;-43.04859;229;346.852; 0.12;-05.617; 0.13; 0.92; 0.05; -0.81; 0.11; -1.74; 0.07;  ---; ---;0;10.45; 0.60; 7.7; 0.036; 52; 0.81; 52;1;263.7065;-43.0486
270.12353;-13.36532;230;015.195; 0.10;+04.904; 0.17; 1.00; 0.04;  1.47; 0.19; -0.77; 0.17;  ---; ---;0;10.35; 1.65; 7.9; 0.034; 26; 0.50; 35;1;270.1235;-13.3653
193.79530;-61.05746;231;303.385; 0.05;+01.811; 0.04; 0.34; 0.01; -5.24; 0.09; -0.35; 0.11; 10.7; 6.4;1;13.15; 1.70; 8.9; 0.024; 16; 0.43; 36;1;193.7953;-61.0575
092.20620;-02.59636;232;210.372; 0.58;-10.662; 0.46; 2.03; 0.07; -0.06; 0.48; -2.55; 0.50; 38.3; 4.4;4; 8.55; 0.55; 7.6; 0.008; 26; 0.25; 46;1;092.2062;-02.5964
120.48143;-42.79265;233;258.198; 0.10;-06.434; 0.08; 0.49; 0.03; -4.04; 0.08;  4.07; 0.07;  ---; ---;0;12.10; 0.90; 8.5; 0.028; 33; 0.84; 33;1;120.4814;-42.7927
040.78653;+55.86666;234;138.200; 0.39;-03.658; 0.34; 1.41; 0.05;  0.40; 0.15; -3.85; 0.22;-49.6; 2.8;3; 9.35; 1.15; 8.9; 0.020; 45; 0.96; 45;1;040.7865;+55.8667
286.15746;+13.41837;235;046.371; 0.06;+03.211; 0.04; 0.53; 0.04; -0.27; 0.06; -4.55; 0.07; -5.5; 0.5;2;10.70; 1.95; 8.7; 0.038; 45; 0.71; 45;1;286.1575;+13.4184
279.89076;+01.21503;236;032.660; 0.36;+03.196; 0.39; 1.60; 0.08; -0.88; 0.40; -5.62; 0.41; -0.6; 5.5;2; 9.10; 3.30; 8.5; 0.040; 61; 0.88; 61;1;279.8908;+01.2150
336.11643;+43.56082;237;096.657; 0.49;-11.687; 0.30; 1.63; 0.15; -0.83; 0.51; -4.53; 0.56; -1.0; 6.2;1; 9.10; 0.45; 7.7; 0.028; 10; 0.40; 42;1;336.1164;+43.5608
098.60752;-00.85972;238;211.757; 0.30;-04.176; 0.15; 1.26; 0.04; -4.16; 0.18; -0.63; 0.28;  ---; ---;0; 9.90; 0.50; 8.1; 0.034; 37; 0.72; 37;1;098.6075;-00.8597
098.26773;+02.45653;239;208.647; 0.06;-02.960; 0.07; 0.62; 0.05; -2.34; 0.09; -0.54; 0.11;  ---; ---;0;10.80; 2.35; 7.4; 0.024; 93; 0.72; 93;1;098.2677;+02.4565
102.53614;+00.81966;240;212.055; 0.16;+00.086; 0.18; 0.80; 0.04; -1.16; 0.18; -1.05; 0.17;  ---; ---;0;10.25; 0.90; 8.0; 0.006; 31; 0.72; 31;1;102.5361;+00.8197
341.82016;+56.95629;241;106.593; 0.07;-01.924; 0.03; 0.35; 0.02; -3.51; 0.05; -2.15; 0.05;  ---; ---;0;11.80; 1.20; 7.5; 0.010; 26; 0.50; 34;1;341.8202;+56.9563
130.00960;-48.24303;242;266.488; 0.05;-03.996; 0.02; 0.46; 0.03; -5.02; 0.08;  5.07; 0.09;  ---; ---;0;11.15; 1.20; 7.8; 0.010; 38; 0.72; 38;1;130.0096;-48.2430
338.84527;+53.51485;243;103.451; 0.07;-04.131; 0.11; 0.46; 0.05; -3.35; 0.15; -2.36; 0.09;-37.5; 0.3;3;11.05; 0.70; 8.6; 0.010; 60; 0.92; 60;1;338.8453;+53.5148
249.66377;-45.68284;244;338.712; 0.07;+00.812; 0.05; 0.53; 0.05;  1.03; 0.09; -0.56; 0.10;-20.8; 0.8;2;10.85; 1.25; 8.2; 0.008; 72; 0.72; 72;1;249.6638;-45.6828
282.35482;+03.33805;245;035.674; 0.10;+01.970; 0.07; 0.60; 0.12;  1.71; 0.19; -1.29; 0.21; 31.3; 1.7;1;10.50; 5.00; 9.0; 0.040;116; 0.77;116;1;282.3548;+03.3380
117.06394;-23.86460;246;240.477; 0.11;+00.873; 0.16; 0.55; 0.04; -2.52; 0.09;  1.76; 0.10;  ---; ---;0;11.35; 0.55; 8.2; 0.022; 33; 0.70; 33;1;117.0639;-23.8646
212.90079;-63.12992;247;311.846; 0.11;-01.654; 0.05; 0.52; 0.02; -5.15; 0.12; -2.89; 0.05;  ---; ---;0;11.60; 1.35; 7.5; 0.032; 26; 0.61; 34;1;212.9008;-63.1299
303.60997;+37.39989;248;074.932; 0.03;+01.516; 0.05; 0.38; 0.03; -1.28; 0.10; -3.14; 0.06; -3.9; 0.8;1;11.90; 1.80; 8.4; 0.022; 35; 0.70; 35;1;303.6100;+37.3999
240.65349;-54.89815;249;328.154; 0.16;-01.676; 0.12; 0.88; 0.04; -3.51; 0.17; -5.72; 0.25;  ---; ---;0;10.20; 1.15; 8.7; 0.020; 23; 0.50; 37;1;240.6535;-54.8982
096.15723;-01.29818;250;211.026; 0.17;-06.556; 0.12; 0.53; 0.02; -0.69; 0.06;  1.94; 0.08; 34.9; 0.0;3;11.15; 0.55; 9.2; 0.012; 32; 0.72; 32;1;096.1572;-01.2982
101.96190;-07.12833;251;218.879; 0.04;-04.038; 0.06; 0.42; 0.04; -0.11; 0.06;  1.84; 0.12; 68.3; 8.7;2;11.55; 0.50; 9.2; 0.018; 40; 0.77; 40;1;101.9619;-07.1283
185.37590;-61.08465;252;299.320; 0.18;+01.577; 0.13; 0.76; 0.03; -7.05; 0.10; -0.72; 0.08; -3.4; 6.2;2;11.05; 0.95; 8.0; 0.034; 38; 1.00; 38;1;185.3759;-61.0846
316.73968;+53.02011;253;092.900; 0.06;+03.774; 0.06; 0.57; 0.04; -2.32; 0.08; -2.22; 0.10;  ---; ---;0;10.65; 3.35; 7.3; 0.018; 36; 0.70; 36;1;316.7397;+53.0201
110.07405;+03.89565;254;212.739; 0.27;+08.192; 0.41; 2.17; 0.04; -6.53; 0.14; -5.26; 0.25; 21.1; 3.7;1; 8.60; 0.35; 7.8; 0.018; 25; 0.60; 31;1;110.0741;+03.8956
086.36641;+33.76040;255;175.863; 0.11;+02.484; 0.16; 0.74; 0.04; -1.16; 0.10; -5.04; 0.14;  ---; ---;0;10.25; 0.95; 8.7; 0.004; 40; 0.71; 40;1;086.3664;+33.7604
239.43107;-53.06729;256;328.805; 0.06;+00.180; 0.06; 0.72; 0.04; -3.28; 0.07; -3.19; 0.05;  ---; ---;0;10.90; 2.40; 7.5; 0.026; 45; 0.70; 45;1;239.4311;-53.0673
090.35579;+04.56108;257;203.070; 0.13;-08.964; 0.10; 0.73; 0.08;  0.53; 0.12; -2.05; 0.10;  8.8; 1.3;1;10.80; 1.40; 8.7; 0.038; 85; 0.71; 85;1;090.3558;+04.5611
115.50877;-50.18113;258;263.041; 0.28;-13.028; 0.47; 1.45; 0.10; -4.51; 0.30;  7.76; 1.06;  ---; ---;0; 9.20; 0.65; 7.6; 0.008;  7; 0.32; 31;1;115.5088;-50.1811
293.62127;+15.04763;259;051.206; 0.40;-02.413; 0.20; 1.17; 0.05; -0.97; 0.29; -5.52; 0.37;  ---; ---;0; 9.25; 1.25; 8.9; 0.032; 11; 0.31; 57;1;293.6213;+15.0476
117.43491;-49.65840;260;263.157; 0.28;-11.687; 0.42; 1.30; 0.12; -4.68; 0.17;  7.85; 0.33; 15.5; 7.0;3; 9.80; 0.40; 7.9; 0.040; 72; 0.70; 72;1;117.4349;-49.6584
213.60017;-64.19630;261;311.810; 0.08;-02.764; 0.07; 1.09; 0.04; -4.46; 0.12; -4.32; 0.13;  ---; ---;0; 9.80; 0.75; 7.8; 0.022; 74; 0.71; 74;1;213.6002;-64.1963
281.54909;+03.00730;262;035.013; 0.69;+02.536; 0.35; 1.61; 0.06;  1.38; 0.38; -8.55; 0.21; -5.3;11.0;1; 8.60; 1.40; 6.9; 0.034; 27; 1.00; 27;1;281.5491;+03.0073
101.78307;+00.76072;263;211.764; 0.05;-00.611; 0.06; 0.47; 0.05; -1.41; 0.06;  1.27; 0.06;  ---; ---;0;11.95; 1.30; 8.1; 0.022; 33; 0.77; 33;1;101.7831;+00.7607
149.20981;-60.52053;264;283.008; 0.16;-04.591; 0.08; 0.76; 0.04; -9.28; 0.12;  3.69; 0.20;  ---; ---;0;10.20; 0.30; 7.6; 0.010; 28; 1.00; 28;1;149.2098;-60.5205
153.80545;-54.59739;265;281.515; 0.24;+01.645; 0.10; 0.76; 0.02; -6.97; 0.07;  1.83; 0.07;  ---; ---;0;11.25; 0.60; 8.4; 0.038; 37; 1.00; 37;1;153.8055;-54.5974
102.32348;+03.96990;266;209.154; 0.04;+01.333; 0.03; 0.24; 0.03; -0.48; 0.06; -0.15; 0.05;  ---; ---;0;12.40; 1.45; 7.4; 0.020; 26; 0.60; 31;1;102.3235;+03.9699
254.38053;-48.50384;267;338.626; 0.08;-03.460; 0.10; 0.54; 0.02;  0.24; 0.17; -2.07; 0.11;  ---; ---;0;11.15; 1.40; 8.6; 0.038; 40; 0.70; 40;1;254.3805;-48.5038
119.18201;-31.07169;268;247.628; 0.04;-01.209; 0.06; 0.34; 0.02; -2.05; 0.06;  2.83; 0.03; 67.4; 1.9;2;12.05; 1.50; 9.2; 0.010; 34; 0.71; 34;1;119.1820;-31.0717
119.18919;-29.61057;269;246.383; 0.02;-00.444; 0.03; 0.34; 0.02; -2.05; 0.06;  1.31; 0.06;  ---; ---;0;11.90; 1.10; 8.9; 0.012; 24; 0.56; 30;1;119.1892;-29.6106
108.88209;-52.30305;270;263.270; 0.26;-17.680; 0.45; 1.70; 0.08; -4.23; 0.27;  8.71; 1.01;  4.6; 6.2;2; 8.80; 0.25; 8.0; 0.020; 38; 0.80; 38;1;108.8821;-52.3030
305.09254;+36.10581;271;074.526; 0.17;-00.193; 0.20; 0.55; 0.04; -2.31; 0.17; -4.49; 0.14;  ---; ---;0;11.15; 2.50; 7.4; 0.032;108; 0.72;108;1;305.0925;+36.1058
004.53777;+59.44435;272;118.706; 0.03;-03.154; 0.03; 0.43; 0.04; -1.47; 0.05; -0.66; 0.05;  ---; ---;0;11.00; 1.50; 7.4; 0.002; 32; 0.70; 32;1;004.5378;+59.4444
088.64197;-04.58014;273;210.528; 0.47;-14.732; 0.33; 1.08; 0.10;  0.08; 0.91; -3.66; 0.76; 22.3;33.5;2; 9.60; 1.35; 9.5; 0.002; 46; 0.84; 46;1;088.6420;-04.5801
106.01139;-16.88619;274;229.404; 0.19;-04.912; 0.09; 0.77; 0.07; -0.94; 0.16; -0.05; 0.16;  ---; ---;0;11.40; 0.80; 8.7; 0.036; 37; 0.70; 37;1;106.0114;-16.8862
266.41785;-40.80296;275;349.837; 0.33;-06.159; 0.09; 0.80; 0.04;  2.63; 0.12; -2.21; 0.16;-38.2; 5.9;1;10.65; 0.75; 7.8; 0.038; 26; 0.62; 31;1;266.4179;-40.8030
328.11454;+51.01594;276;096.619; 0.20;-02.477; 0.33; 0.58; 0.03; -1.53; 0.17; -1.23; 0.14;-30.0; 8.6;2;11.25; 0.90; 8.1; 0.040; 59; 1.00; 59;1;328.1145;+51.0159
192.20088;-60.56509;277;302.608; 0.04;+02.305; 0.03; 0.47; 0.02; -4.13; 0.07;  0.11; 0.14;  ---; ---;0;10.90; 1.25; 7.5; 0.002; 35; 0.86; 35;1;192.2009;-60.5651
198.23481;-64.26435;278;305.264; 0.05;-01.490; 0.05; 0.46; 0.03; -4.34; 0.09; -0.53; 0.07;-16.8; 2.2;2;11.45; 1.05; 8.9; 0.036; 72; 0.72; 72;1;198.2348;-64.2643
103.83863;-02.15140;279;215.293; 0.28;-00.110; 0.13; 0.53; 0.06; -1.42; 0.13;  1.09; 0.14;  ---; ---;0;10.85; 0.40; 7.8; 0.008; 55; 0.80; 55;1;103.8386;-02.1514
