#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T22:15:17 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ec07e7139633	
#INFO	-out.max=unlimited	
#INFO	queryParameters=38	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/661/A118&tab:{J/A+A/661/A118/table1}&key:source=J/A+A/661/A118/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/661/A118/table1
#-order=I
#-out=Seq
#-out=Cluster
#-out=RA_ICRS
#-out=s_RA_ICRS
#-out=DE_ICRS
#-out=s_DE_ICRS
#-out=GLON
#-out=s_GLON
#-out=GLAT
#-out=s_GLAT
#-out=plx
#-out=s_plx
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=RV
#-out=s_RV
#-out=Nmemb
#-out=NmembRV
#-out=Flag
#-out=logAge
#-out=Dist
#-out=AV
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36610118
#Name: J/A+A/661/A118
#Title: 628 new open clusters found with OCfinder (Castro-Ginard+, 2022)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_661_A118_table1:
#Name: J/A+A/661/A118/table1
#Title: Mean parameters for the reported UBC clusters
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Seq	(I3)	[0/627] cluster sequential number	[ucd=meta.record]
#Column	Cluster	(A7)	Cluster name (UBCNNN)	[ucd=meta.id.parent]
#Column	RA_ICRS	(F6.2)	Right Ascension mean (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	s_RA_ICRS	(F6.2)	Right Ascension standard deviation	[ucd=pos.eq.ra]
#Column	DE_ICRS	(F6.2)	Declination mean (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	s_DE_ICRS	(F5.2)	Declination standard deviation	[ucd=stat.stdev;pos.eq.dec]
#Column	GLON	(F6.2)	Galactic longitude mean	[ucd=pos.galactic.lon]
#Column	s_GLON	(F5.2)	Galactic longitude standard deviation	[ucd=stat.stdev;pos.galactic.lon]
#Column	GLAT	(F6.2)	Galactic latitude mean	[ucd=pos.galactic.lat]
#Column	s_GLAT	(F5.2)	Galactic latitude standard deviation	[ucd=stat.stdev;pos.galactic.lat]
#Column	plx	(F5.2)	Parallax mean	[ucd=pos.parallax;stat.mean]
#Column	s_plx	(F5.2)	Parallax standard deviation	[ucd=stat.stdev;pos.parallax]
#Column	pmRA	(F5.2)	Proper motion in right ascension mean, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F5.2)	Proper motion in right ascension standard deviation	[ucd=stat.stdev;pos.pm;pos.eq.ra]
#Column	pmDE	(F5.2)	Proper motion in declination mean	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F5.2)	Proper motion in declination standard deviation	[ucd=stat.stdev;pos.pm;pos.eq.dec]
#Column	RV	(F6.2)	? Radial velocity mean	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F5.2)	? Radial velocity standard deviation	[ucd=stat.stdev;spect.dopplerVeloc]
#Column	Nmemb	(I3)	Number of cluster members	[ucd=meta.number]
#Column	NmembRV	(I1)	Number of cluster members with radial velocity measurements	[ucd=meta.number]
#Column	Flag	(A1)	[a] Note (1)	[ucd=meta.code.error]
#Column	logAge	(F6.3)	Logarithm of the cluster age	[ucd=time.age]
#Column	Dist	(F6.1)	Distance to the cluster	[ucd=pos.distance]
#Column	AV	(F6.3)	Line-of-sight extinction	[ucd=phys.absorption]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;Seq;Cluster;RA_ICRS;s_RA_ICRS;DE_ICRS;s_DE_ICRS;GLON;s_GLON;GLAT;s_GLAT;plx;s_plx;pmRA;s_pmRA;pmDE;s_pmDE;RV;s_RV;Nmemb;NmembRV;Flag;logAge;Dist;AV;_RA.icrs;_DE.icrs
330.5300;+59.4800;160;UBC1161;330.53;  0.14;+59.48; 0.05;102.90; 0.07;  3.36; 0.06; 0.14; 0.03;-2.71; 0.10;-2.63; 0.10;-60.32;     ; 47;1; ; 8.567;6959.0; 2.261;330.5300;+59.4800
329.5800;+60.1800;161;UBC1162;329.58;  0.15;+60.18; 0.07;102.95; 0.08;  4.21; 0.06; 0.24; 0.02;-4.61; 0.07;-2.45; 0.05;      ;     ; 23;0; ; 9.242;4004.0; 1.352;329.5800;+60.1800
334.2600;+57.3100;162;UBC1163;334.26;  0.17;+57.31; 0.09;103.24; 0.10;  0.47; 0.09; 0.33; 0.05;-3.24; 0.09;-3.43; 0.09;-58.59; 1.09;150;6; ; 9.379;3391.0; 2.313;334.2600;+57.3100
338.8800;+53.5200;163;UBC1164;338.88;  0.07;+53.52; 0.04;103.47; 0.05; -4.14; 0.03; 0.46; 0.01;-3.33; 0.07;-2.37; 0.05;-37.35; 0.16; 18;2; ; 8.228;2167.0; 0.457;338.8800;+53.5200
336.5400;+56.5100;164;UBC1165;336.54;  0.17;+56.51; 0.17;103.85; 0.08; -0.89; 0.17; 0.22; 0.02;-3.48; 0.08;-2.64; 0.12;-77.25;     ; 83;1; ; 7.230;4464.0; 1.614;336.5400;+56.5100
338.8800;+56.2000;165;UBC1166;338.88;  0.14;+56.20; 0.06;104.81; 0.07; -1.81; 0.07; 0.23; 0.01;-3.49; 0.05;-2.78; 0.07;      ;     ; 24;0; ; 7.004;4767.0; 2.042;338.8800;+56.2000
337.0600;+58.2100;166;UBC1167;337.06;  0.22;+58.21; 0.10;104.99; 0.13;  0.42; 0.09; 0.42; 0.01;-2.03; 0.09;-1.25; 0.06;      ;     ; 23;0; ; 8.192;2587.0; 1.415;337.0600;+58.2100
339.2200;+57.4400;167;UBC1168;339.22;  0.17;+57.44; 0.08;105.59; 0.08; -0.83; 0.09; 0.31; 0.02;-2.72; 0.09;-2.31; 0.06;      ;     ; 41;0; ; 7.181;3493.0; 1.918;339.2200;+57.4400
340.0800;+57.1000;168;UBC1169;340.08;  0.18;+57.10; 0.09;105.82; 0.09; -1.35; 0.10; 0.19; 0.03;-2.83; 0.08;-1.74; 0.07;-92.84; 6.31; 77;3; ; 8.568;5753.0; 1.681;340.0800;+57.1000
340.8700;+56.8800;169;UBC1170;340.87;  0.13;+56.88; 0.08;106.10; 0.09; -1.75; 0.06; 0.29; 0.01;-3.69; 0.08;-2.89; 0.05;      ;     ; 21;0; ; 7.708;3789.0; 1.354;340.8700;+56.8800
341.8400;+56.9600;170;UBC1171;341.84;  0.08;+56.96; 0.04;106.60; 0.05; -1.93; 0.03; 0.37; 0.01;-3.50; 0.06;-2.18; 0.05;      ;     ; 13;0; ; 7.832;2794.0; 1.137;341.8400;+56.9600
340.5600;+58.3500;171;UBC1172;340.56;  0.14;+58.35; 0.06;106.65; 0.06; -0.38; 0.08; 0.28; 0.02;-3.15; 0.09;-2.30; 0.07;      ;     ; 66;0;a; 7.296;4316.0; 1.933;340.5600;+58.3500
343.3300;+57.0100;172;UBC1173;343.33;  0.08;+57.01; 0.05;107.35; 0.05; -2.24; 0.04; 0.26; 0.02;-3.02; 0.05;-0.99; 0.06;      ;     ; 26;0; ; 8.702;4193.0; 1.404;343.3300;+57.0100
350.0600;+51.4900;173;UBC1174;350.06;  0.08;+51.49; 0.06;108.80; 0.05; -8.87; 0.05; 0.45; 0.02;-2.96; 0.06;-0.45; 0.03;      ;     ; 14;0; ; 8.091;2374.0; 0.690;350.0600;+51.4900
345.8300;+57.8900;174;UBC1175;345.83;  0.17;+57.89; 0.08;108.94; 0.11; -2.02; 0.06; 0.27; 0.02;-3.28; 0.09;-2.33; 0.07;      ;     ; 48;0; ; 8.123;3801.0; 1.699;345.8300;+57.8900
346.8600;+59.9600;175;UBC1176;346.86;  0.08;+59.96; 0.05;110.26; 0.05; -0.33; 0.04; 0.34; 0.02;-2.60; 0.06;-1.77; 0.05;      ;     ; 19;0; ; 8.162;3329.0; 1.049;346.8600;+59.9600
349.1500;+60.4800;176;UBC1177;349.15;  0.18;+60.48; 0.08;111.51; 0.09; -0.27; 0.09; 0.33; 0.02;-4.33; 0.07;-2.09; 0.06;      ;     ; 36;0; ; 7.253;3191.0; 1.958;349.1500;+60.4800
349.8300;+59.7800;177;UBC1178;349.83;  0.15;+59.78; 0.07;111.57; 0.07; -1.04; 0.08; 0.29; 0.01;-3.38; 0.09;-2.71; 0.06;      ;     ; 26;0; ; 7.531;3798.0; 1.777;349.8300;+59.7800
349.8100;+60.6000;178;UBC1179;349.81;  0.12;+60.60; 0.12;111.85; 0.07; -0.28; 0.12; 0.32; 0.01;-3.76; 0.08;-2.20; 0.05;      ;     ; 18;0;a; 7.819;3016.0; 1.777;349.8100;+60.6000
350.3600;+60.9300;179;UBC1180;350.36;  0.21;+60.93; 0.10;112.22; 0.11; -0.06; 0.10; 0.34; 0.01;-3.98; 0.07;-2.19; 0.05;-47.41;     ; 33;1; ; 7.968;2834.0; 1.732;350.3600;+60.9300
348.0100;+64.7900;180;UBC1181;348.01;  0.11;+64.79; 0.06;112.60; 0.06;  3.93; 0.05; 0.16; 0.02;-3.18; 0.11;-0.82; 0.07;      ;     ; 25;0; ; 8.893;8327.0; 2.665;348.0100;+64.7900
352.8800;+61.3500;181;UBC1182;352.88;  0.12;+61.35; 0.07;113.50; 0.06; -0.05; 0.07; 0.24; 0.03;-3.03; 0.09;-1.48; 0.12;      ;     ; 69;0; ; 7.256;4632.0; 1.994;352.8800;+61.3500
352.6400;+62.0800;182;UBC1183;352.64;  0.12;+62.08; 0.05;113.62; 0.06;  0.68; 0.05; 0.38; 0.02;-2.62; 0.08;-0.79; 0.08;-46.90;13.17; 32;3; ; 8.692;2808.0; 2.552;352.6400;+62.0800
352.5100;+62.3500;183;UBC1184;352.51;  0.21;+62.35; 0.09;113.65; 0.10;  0.96; 0.08; 0.58; 0.02;-3.14; 0.09;-3.01; 0.08;-36.25; 2.03; 52;4; ; 8.834;1882.0; 2.608;352.5100;+62.3500
353.0800;+62.1100;184;UBC1185;353.08;  0.24;+62.11; 0.13;113.82; 0.12;  0.64; 0.12; 0.32; 0.02;-4.15; 0.08;-1.32; 0.11; 11.84;82.62;101;2; ; 7.153;3412.0; 2.856;353.0800;+62.1100
358.5600;+51.4300;185;UBC1186;358.56;  0.14;+51.43; 0.07;113.92; 0.09;-10.44; 0.07; 0.60; 0.03;-3.11; 0.06;-2.10; 0.10;      ;     ; 21;0; ; 7.984;1739.0; 0.151;358.5600;+51.4300
352.2300;+66.9200;186;UBC1187;352.23;  0.23;+66.92; 0.06;114.96; 0.09;  5.33; 0.05; 1.26; 0.02;-1.38; 0.07;-0.14; 0.07;      ;     ; 18;0; ; 7.576; 862.0; 2.862;352.2300;+66.9200
356.9200;+60.4900;187;UBC1188;356.92;  0.08;+60.49; 0.06;115.16; 0.04; -1.41; 0.06; 0.46; 0.01;-2.66; 0.06;-2.03; 0.04;      ;     ; 13;0; ; 8.276;2451.0; 2.313;356.9200;+60.4900
356.0500;+62.6600;188;UBC1189;356.05;  0.16;+62.66; 0.07;115.30; 0.07;  0.79; 0.07; 0.37; 0.02;-3.85; 0.07;-1.92; 0.06;      ;     ; 31;0; ; 8.105;2890.0; 2.063;356.0500;+62.6600
358.8900;+60.8600;189;UBC1190;358.89;  0.20;+60.86; 0.08;116.18; 0.10; -1.28; 0.07; 0.36; 0.02;-1.79; 0.07;-1.06; 0.07;      ;     ; 52;0; ; 7.785;2913.0; 1.579;358.8900;+60.8600
000.5100;+59.4400;190;UBC1191;000.51;  0.20;+59.44; 0.07;116.68; 0.10; -2.83; 0.06; 0.36; 0.01;-3.19; 0.07;-1.69; 0.05;      ;     ; 23;0; ; 7.676;2931.0; 1.762;000.5100;+59.4400
358.9500;+64.6200;191;UBC1192;358.95;  0.17;+64.62; 0.07;117.01; 0.07;  2.39; 0.07; 0.25; 0.02;-2.44; 0.09;-0.74; 0.07;      ;     ; 34;0;a; 7.800;5202.0; 2.512;358.9500;+64.6200
000.7800;+61.8800;192;UBC1193;000.78;  0.23;+61.88; 0.08;117.27; 0.11; -0.46; 0.08; 0.33; 0.02;-3.58; 0.08;-1.53; 0.05;-75.89; 1.36; 33;2; ; 8.233;2966.0; 1.520;000.7800;+61.8800
180.0200;+63.9000;193;UBC1194;180.02;179.89;+63.90; 0.09;117.32; 0.07;  1.59; 0.09; 0.30; 0.03;-2.50; 0.10;-1.26; 0.09;-60.31;     ; 64;1; ; 7.782;3358.0; 1.563;180.0200;+63.9000
002.7500;+57.9600;194;UBC1195;002.75;  0.19;+57.96; 0.05;117.57; 0.10; -4.49; 0.05; 0.28; 0.01;-2.23; 0.07;-1.34; 0.06;-74.98;     ; 23;1; ; 7.565;3576.0; 1.232;002.7500;+57.9600
001.9700;+62.2300;195;UBC1196;001.97;  0.19;+62.23; 0.12;117.88; 0.09; -0.22; 0.12; 0.36; 0.02;-1.84; 0.08;-0.95; 0.07;      ;     ; 54;0; ; 8.182;3036.0; 1.347;001.9700;+62.2300
005.3900;+52.7100;196;UBC1197;005.39;  0.17;+52.71; 0.13;118.35; 0.11; -9.89; 0.13; 0.55; 0.02;-2.02; 0.06;-1.34; 0.06;      ;     ; 17;0; ; 8.111;1938.0; 0.603;005.3900;+52.7100
003.8000;+60.9800;197;UBC1198;003.80;  0.19;+60.98; 0.09;118.55; 0.09; -1.58; 0.09; 0.28; 0.01;-1.52; 0.06;-0.73; 0.06;-72.24;     ; 31;1; ; 7.897;3914.0; 1.501;003.8000;+60.9800
004.5400;+59.4500;198;UBC1199;004.54;  0.14;+59.45; 0.07;118.71; 0.07; -3.15; 0.07; 0.42; 0.02;-1.48; 0.06;-0.68; 0.05;      ;     ; 27;0; ; 8.302;2424.0; 1.049;004.5400;+59.4500
003.7200;+62.8100;199;UBC1200;003.72;  0.13;+62.81; 0.07;118.77; 0.06;  0.23; 0.07; 0.27; 0.03;-2.29; 0.08;-0.72; 0.07;      ;     ; 44;0; ; 7.812;4017.0; 1.346;003.7200;+62.8100
003.9100;+63.5700;200;UBC1201;003.91;  0.19;+63.57; 0.10;118.96; 0.08;  0.97; 0.10; 0.47; 0.02;-3.23; 0.07;-1.10; 0.08;-65.04;     ; 45;1; ; 7.024;2179.0; 1.311;003.9100;+63.5700
006.4700;+52.8100;201;UBC1202;006.47;  0.29;+52.81; 0.15;119.02; 0.18; -9.86; 0.15; 0.57; 0.02;-2.00; 0.11;-1.27; 0.10;      ;     ; 51;0; ; 8.236;1882.0; 0.442;006.4700;+52.8100
004.7400;+63.5900;202;UBC1203;004.74;  0.17;+63.59; 0.09;119.33; 0.07;  0.94; 0.09; 0.47; 0.01;-3.09; 0.08;-1.04; 0.07;      ;     ; 25;0; ; 7.089;2267.0; 1.551;004.7400;+63.5900
007.3700;+57.4400;203;UBC1204;007.37;  0.09;+57.44; 0.04;119.97; 0.05; -5.30; 0.04; 0.46; 0.03;-0.31; 0.09;-1.16; 0.07;      ;     ; 36;0; ; 7.690;2201.0; 1.150;007.3700;+57.4400
008.3100;+65.2700;204;UBC1205;008.31;  0.16;+65.27; 0.05;121.03; 0.06;  2.47; 0.05; 0.25; 0.03;-1.69; 0.08; 0.32; 0.06;-75.54; 1.48; 53;3; ; 8.358;4631.0; 3.104;008.3100;+65.2700
010.5200;+67.5700;205;UBC1206;010.52;  0.07;+67.57; 0.04;122.04; 0.03;  4.71; 0.04; 0.30; 0.02;-3.13; 0.08; 0.44; 0.07;      ;     ; 16;0; ; 8.945;3399.0; 2.402;010.5200;+67.5700
012.3200;+61.1200;206;UBC1207;012.32;  0.27;+61.12; 0.06;122.67; 0.13; -1.76; 0.06; 0.38; 0.01;-2.84; 0.04;-0.84; 0.05;      ;     ; 23;0; ; 8.174;2861.0; 1.387;012.3200;+61.1200
012.7300;+63.6700;207;UBC1208;012.73;  0.15;+63.67; 0.07;122.87; 0.07;  0.80; 0.07; 0.35; 0.01;-3.01; 0.09;-0.50; 0.06;      ;     ; 23;0; ; 7.065;2883.0; 1.649;012.7300;+63.6700
013.0300;+64.6000;208;UBC1209;013.03;  0.36;+64.60; 0.16;123.00; 0.16;  1.73; 0.16; 0.34; 0.03;-2.44; 0.10;-0.38; 0.07;      ;     ;190;0;a; 7.303;2975.0; 1.990;013.0300;+64.6000
014.0600;+66.9700;209;UBC1210;014.06;  0.17;+66.97; 0.05;123.40; 0.07;  4.10; 0.05; 0.27; 0.02;-1.97; 0.08; 0.02; 0.08;-68.46; 0.74; 24;2; ; 8.408;4072.0; 2.323;014.0600;+66.9700
013.8200;+59.1000;210;UBC1211;013.82;  0.14;+59.10; 0.05;123.42; 0.07; -3.77; 0.05; 0.19; 0.02;-1.37; 0.09;-0.35; 0.08;      ;     ; 44;0; ; 9.036;5866.0; 1.419;013.8200;+59.1000
014.9900;+58.3100;211;UBC1212;014.99;  0.09;+58.31; 0.04;124.06; 0.04; -4.54; 0.04; 0.24; 0.02;-2.52; 0.06; 0.12; 0.06;      ;     ; 25;0; ; 9.024;5141.0; 1.663;014.9900;+58.3100
015.9200;+61.8900;212;UBC1213;015.92;  0.10;+61.89; 0.03;124.37; 0.05; -0.95; 0.03; 0.41; 0.02;-0.27; 0.03; 0.17; 0.06;      ;     ; 20;0; ; 8.592;2876.0; 2.069;015.9200;+61.8900
017.3100;+61.4600;213;UBC1214;017.31;  0.12;+61.46; 0.08;125.06; 0.06; -1.34; 0.08; 0.28; 0.02;-1.10; 0.06;-0.83; 0.05;      ;     ; 21;0;a; 7.325;4165.0; 1.666;017.3100;+61.4600
017.6300;+61.6800;214;UBC1215;017.63;  0.14;+61.68; 0.07;125.19; 0.06; -1.11; 0.07; 0.24; 0.02;-1.77; 0.10;-0.57; 0.08;-67.99;15.79; 48;2; ; 8.348;5073.0; 1.616;017.6300;+61.6800
019.7900;+63.5600;215;UBC1216;019.79;  0.15;+63.56; 0.08;126.01; 0.07;  0.86; 0.08; 0.34; 0.02;-1.89; 0.08;-0.20; 0.05;      ;     ; 29;0; ; 7.810;3082.0; 3.011;019.7900;+63.5600
021.4100;+66.4900;216;UBC1217;021.41;  0.14;+66.49; 0.04;126.34; 0.06;  3.85; 0.03; 0.29; 0.02;-2.18; 0.06; 1.20; 0.07;      ;     ; 14;0; ; 7.732;3743.0; 2.218;021.4100;+66.4900
023.9700;+63.0100;217;UBC1218;023.97;  0.22;+63.01; 0.15;127.95; 0.10;  0.58; 0.15; 0.36; 0.02;-1.45; 0.09;-0.20; 0.07;      ;     ; 61;0; ; 7.823;2938.0; 1.805;023.9700;+63.0100
022.6800;+58.0300;218;UBC1219;022.68;  0.10;+58.03; 0.05;128.13; 0.05; -4.44; 0.05; 0.26; 0.02;-1.94; 0.07;-0.59; 0.06;-33.83;     ; 20;1; ; 9.289;4341.0; 0.886;022.6800;+58.0300
024.2000;+62.4600;219;UBC1220;024.20;  0.23;+62.46; 0.09;128.15; 0.10;  0.05; 0.09; 0.32; 0.01;-1.39; 0.05;-0.36; 0.05;      ;     ; 29;0; ; 7.646;2856.0; 1.577;024.2000;+62.4600
025.5000;+59.5700;220;UBC1221;025.50;  0.11;+59.57; 0.06;129.30; 0.05; -2.67; 0.06; 0.26; 0.02;-1.80; 0.06;-0.30; 0.05;      ;     ; 26;0; ; 7.510;3839.0; 1.346;025.5000;+59.5700
024.5200;+56.5000;221;UBC1222;024.52;  0.12;+56.50; 0.06;129.37; 0.07; -5.79; 0.06; 0.29; 0.03;-1.35; 0.06;-0.63; 0.06;      ;     ; 48;0; ; 8.121;3551.0; 1.116;024.5200;+56.5000
027.2800;+62.0000;222;UBC1223;027.28;  0.11;+62.00; 0.09;129.65; 0.05; -0.12; 0.09; 0.32; 0.01;-1.11; 0.07;-0.40; 0.06;      ;     ; 27;0; ; 6.862;3721.0; 2.284;027.2800;+62.0000
026.3600;+59.8000;223;UBC1224;026.36;  0.14;+59.80; 0.06;129.68; 0.07; -2.36; 0.06; 0.27; 0.02; 0.09; 0.07;-0.88; 0.07;      ;     ; 40;0; ; 8.584;3779.0; 1.567;026.3600;+59.8000
028.8400;+63.7800;224;UBC1225;028.84;  0.28;+63.78; 0.07;129.92; 0.11;  1.78; 0.08; 0.32; 0.02;-1.41; 0.05;-0.47; 0.06;-60.41;     ; 34;1; ; 8.882;3430.0; 2.075;028.8400;+63.7800
029.9400;+63.8400;225;UBC1226;029.94;  0.12;+63.84; 0.07;130.38; 0.04;  1.96; 0.07; 0.25; 0.04;-0.31; 0.07;-0.39; 0.07;      ;     ; 50;0; ; 9.180;4117.0; 1.717;029.9400;+63.8400
029.6900;+63.2400;226;UBC1227;029.69;  0.07;+63.24; 0.02;130.42; 0.03;  1.35; 0.02; 0.29; 0.01;-1.01; 0.05; 0.36; 0.04;      ;     ; 11;0; ; 7.425;3274.0; 1.846;029.6900;+63.2400
030.5900;+64.6800;227;UBC1228;030.59;  0.26;+64.68; 0.07;130.43; 0.11;  2.85; 0.07; 0.28; 0.02;-0.13; 0.06; 0.44; 0.06;      ;     ; 27;0; ; 7.993;3680.0; 1.416;030.5900;+64.6800
027.6800;+59.1100;228;UBC1229;027.68;  0.12;+59.11; 0.06;130.49; 0.06; -2.88; 0.06; 0.35; 0.01;-0.78; 0.08;-0.42; 0.05;      ;     ; 19;0; ; 7.336;3043.0; 1.398;027.6800;+59.1100
027.9700;+59.5300;229;UBC1230;027.97;  0.14;+59.53; 0.04;130.53; 0.07; -2.45; 0.04; 0.25; 0.02;-1.50; 0.06;-0.31; 0.06;      ;     ; 18;0; ; 7.604;4356.0; 1.237;027.9700;+59.5300
029.0600;+59.1000;230;UBC1231;029.06;  0.15;+59.10; 0.07;131.18; 0.07; -2.73; 0.08; 0.45; 0.02;-0.76; 0.07; 0.23; 0.06;      ;     ; 26;0; ; 8.384;2331.0; 1.021;029.0600;+59.1000
032.5500;+64.1400;231;UBC1232;032.55;  0.22;+64.14; 0.11;131.39; 0.11;  2.57; 0.10; 0.32; 0.02;-0.69; 0.05; 0.29; 0.07;      ;     ; 40;0; ; 7.603;3212.0; 1.505;032.5500;+64.1400
036.3200;+66.5500;232;UBC1233;036.32;  0.21;+66.55; 0.06;132.09; 0.08;  5.36; 0.07; 0.31; 0.02;-1.30; 0.07; 0.56; 0.08;-58.92;     ; 45;1; ; 8.550;3291.0; 2.715;036.3200;+66.5500
030.8500;+58.8400;233;UBC1234;030.85;  0.24;+58.84; 0.12;132.14; 0.13; -2.74; 0.11; 0.40; 0.01;-1.18; 0.08;-0.85; 0.06;      ;     ; 49;0; ; 7.338;2650.0; 1.357;030.8500;+58.8400
030.9400;+58.9800;234;UBC1235;030.94;  0.19;+58.98; 0.05;132.15; 0.10; -2.60; 0.05; 0.47; 0.01;-0.73; 0.06;-1.29; 0.05;      ;     ; 20;0; ; 8.207;2215.0; 1.264;030.9400;+58.9800
036.2700;+59.9600;235;UBC1236;036.27;  0.19;+59.96; 0.10;134.41; 0.10; -0.81; 0.10; 0.44; 0.03;-0.98; 0.07;-0.56; 0.09;      ;     ;112;0; ; 7.996;2265.0; 2.162;036.2700;+59.9600
037.8100;+61.4100;236;UBC1237;037.81;  0.24;+61.41; 0.14;134.58; 0.09;  0.82; 0.16; 0.44; 0.02;-1.13; 0.07;-0.16; 0.09;      ;     ; 51;0; ; 7.421;2505.0; 2.299;037.8100;+61.4100
039.2500;+61.1400;237;UBC1238;039.25;  0.13;+61.14; 0.09;135.32; 0.08;  0.83; 0.08; 0.46; 0.01;-0.90; 0.08;-0.18; 0.08;      ;     ; 24;0; ; 7.825;2339.0; 2.131;039.2500;+61.1400
038.3600;+60.0300;238;UBC1239;038.36;  0.09;+60.03; 0.04;135.36; 0.04; -0.36; 0.04; 0.34; 0.02; 0.06; 0.11;-0.42; 0.07;      ;     ; 23;0;a; 7.112;3120.0; 2.499;038.3600;+60.0300
044.6800;+63.5800;239;UBC1240;044.68;  0.17;+63.58; 0.05;136.54; 0.07;  4.13; 0.05; 0.16; 0.03;-1.00; 0.11; 0.37; 0.10;      ;     ; 47;0; ; 7.360;8338.0; 2.092;044.6800;+63.5800
041.3200;+58.6800;240;UBC1241;041.32;  0.10;+58.68; 0.05;137.28; 0.05; -0.98; 0.05; 0.26; 0.04;-1.39; 0.11; 0.06; 0.08;-77.21;     ; 49;1; ; 8.586;3948.0; 1.852;041.3200;+58.6800
043.1000;+59.5800;241;UBC1242;043.10;  0.25;+59.58; 0.10;137.70; 0.13;  0.23; 0.10; 0.43; 0.02;-0.44; 0.09;-0.69; 0.08;      ;     ; 58;0; ; 8.411;2488.0; 1.922;043.1000;+59.5800
048.2800;+63.5100;242;UBC1243;048.28;  0.15;+63.51; 0.07;137.97; 0.06;  4.85; 0.07; 0.34; 0.02; 0.24; 0.08; 0.42; 0.06;-37.15;     ; 31;1; ; 8.369;2949.0; 1.842;048.2800;+63.5100
043.0100;+56.8900;243;UBC1244;043.01;  0.29;+56.89; 0.21;138.87; 0.17; -2.20; 0.20; 0.40; 0.02; 0.38; 0.07;-1.28; 0.08; 51.92;     ;106;1; ; 7.255;2481.0; 2.356;043.0100;+56.8900
045.5700;+56.5900;244;UBC1245;045.57;  0.06;+56.59; 0.03;140.25; 0.04; -1.82; 0.02; 0.40; 0.02; 0.67; 0.07;-1.00; 0.08;      ;     ; 19;0; ; 8.429;2705.0; 2.373;045.5700;+56.5900
045.4700;+47.9400;245;UBC1246;045.47;  0.17;+47.94; 0.11;144.40; 0.10; -9.42; 0.13; 0.34; 0.03; 0.53; 0.11;-1.26; 0.11;-36.90;17.94; 67;4; ; 9.005;3104.0; 0.828;045.4700;+47.9400
057.4300;+58.2100;246;UBC1247;057.43;  0.14;+58.21; 0.03;144.66; 0.06;  3.07; 0.05; 0.32; 0.01; 0.67; 0.08;-0.55; 0.04;      ;     ; 14;0; ; 8.694;3507.0; 2.236;057.4300;+58.2100
050.6600;+52.0500;247;UBC1248;050.66;  0.08;+52.05; 0.06;145.14; 0.06; -4.18; 0.04; 0.28; 0.03; 1.86; 0.10;-1.31; 0.10;      ;     ; 37;0; ; 9.047;3867.0; 2.313;050.6600;+52.0500
059.6200;+57.1700;248;UBC1249;059.62;  0.25;+57.17; 0.10;146.23; 0.09;  3.02; 0.14; 0.24; 0.04;-0.10; 0.10; 0.39; 0.08;-59.06;17.17; 98;2;a; 7.211;3970.0; 1.528;059.6200;+57.1700
053.2700;+51.2400;249;UBC1250;053.27;  0.09;+51.24; 0.09;146.94; 0.06; -3.94; 0.09; 0.34; 0.02; 0.54; 0.09;-1.25; 0.08;      ;     ; 28;0; ; 6.955;2990.0; 2.276;053.2700;+51.2400
051.4600;+49.0500;250;UBC1251;051.46;  0.10;+49.05; 0.09;147.23; 0.07; -6.40; 0.08; 0.37; 0.01; 0.38; 0.05;-1.25; 0.08;      ;     ; 19;0; ; 8.553;3000.0; 1.112;051.4600;+49.0500
